MSU	Symbol	Keyword
LOC_Os03g10750	SPL35	Ubiquitin; cell death; defence; defence response; development; lesion; lesion mimic; resistance; vesicular; vesicular trafficking
LOC_Os03g11420	Os3BGlu6	ABA; chloroplast; drought; drought tolerance; oxidative; oxidative stress; photosynthesis; stomatal; stress; tolerance
LOC_Os03g11550	MODD	ABA; Ubiquitin; abscisic acid; drought; drought resistance; drought stress; drought tolerance; resistance; ubiquitin E3 ligase
LOC_Os03g11600	DL	 awn ; architecture; development; floral; floral meristem; flower; leaf; lemma; meristem; palea; stamen; vascular bundle
LOC_Os03g11614	AFO|LHS1|OsLG3b|OsMADS1	R protein; architecture; auxin; branching; breeding; cytokinin; development; domestication; fertility; floral; floral meristem; floral meristem determinacy; floral organ; flower; flower development; grain; grain length; grain shape; grain size; growth; heading date; homologous recombination; inflorescence; leaf; lemma; map-based cloning; meristem; organ identity; ovule; palea; panicle; quality; reproductive; seed; seed development; spikelet; spikelet development; spikelet meristem; stamen; sterile; transcription factor; vegetative; yield
LOC_Os03g11670	OsATP4|OsPPR676	cold; development; growth; pollen; pollen development; sterility; tapetum
LOC_Os03g11734	OsFRDL1	aluminum; fertility; grain; growth; iron; leaf; node; plasma membrane; pollen; reproductive; reproductive growth; root; sheath; shoot; stamen; transporter; vascular bundle
LOC_Os03g11900	OsMST4	endosperm; grain; grain filling; seed; seed development; transporter
LOC_Os03g11960	OsCSD3	drought; oxidative; oxidative stress; stress; tolerance
LOC_Os03g12030	CUT1L|HMS1|WSL4	breeding; male sterility; pollen; pollen wall; seed; sterility
LOC_Os03g12290	GLN1;2|GS1;2|OsGS1;2	development; grain; grain filling; growth; homeostasis; leaf; lignin; nitrogen; photosynthesis; root; seed; spikelet; strigolactone; sugar; tiller; tiller number
LOC_Os03g12320	OsLPXC	 ja ; JA; antioxidant defense; cold; cold stress; cold tolerance; defense; ja; jasmonate; methyl jasmonate; oxidative; oxidative stress; reactive oxygen species; stress; tolerance
LOC_Os03g12350	OsRR21	R protein
LOC_Os03g12414	OsSDS|SDS	fertility; flower; growth; meiosis; meiotic; pollen; sterile; vegetative
LOC_Os03g12470	OsWAK25	lesion; lesion mimic; wounding
LOC_Os03g12500	AOS|OsAOS2	JA; JA biosynthesis; brown planthopper; chloroplast; culm; defense; defense response; flower; ja; resistance; sheath; stem
LOC_Os03g12660	CYP90B2|OsDWARF4	brassinosteroid; dwarf; erect; grain; grain yield; growth; leaf; yield
LOC_Os03g12730	OsBRR1	blast; blast resistance; growth; ja; magnaporthe oryzae; root; sa
LOC_Os03g12790	DG1|GFD1|GS3.1	 ABA ; ABA; flavonoid; grain; grain number; grain size; grain-filling; leaf; lignin; map-based cloning; panicle; plasma membrane; seed; seed phenotype; spikelet; starch; stem; stress; stress tolerance; sugar; sugar transport; temperature; transporter
LOC_Os03g12820	BOC1|OsSRO1c	abiotic stress; callus; callus browning; cell death; chloroplast; cold tolerance; drought; oxidative; oxidative stress; senescence; stomata; stomatal; stress; transcription factor
LOC_Os03g12840	DSM3|OsITPK2	abiotic stress; drought; salinity; salt; salt tolerance; temperature
LOC_Os03g13010	DSG1|ELF1|TUD1	 BR ; BR; BR signaling; Brassinosteroid; Brassinosteroid Signaling; Ubiquitin; blight; brassinosteroid; cell division; defense; defense response; dwarf; growth; jasmonic; jasmonic acid; salicylic acid; seedlings; sheath; transcription factor
LOC_Os03g13274	NRT1|OsNRT1|OsNRT1.1	nitrate; root; root hair; transporter
LOC_Os03g13370	OsAPC6	dwarf; endosperm; height; seed; seed development; sterility
LOC_Os03g13390	OsDMAS1	homeostasis
LOC_Os03g13400	LPA1	 BR ; architecture; auxin; drought; drought resistance; drought tolerance; dwarf; ethylene; grain; grain filling; grain yield; grain-filling; growth; lamina; leaf; resistance; seed; sheath; shoot; tiller; tiller angle; tolerance; yield
LOC_Os03g13590	OsTITANIA	growth; metal transport; transcription factor
LOC_Os03g13740	OsPUB41|OsUPS	JA; SA; abiotic stress; abscisic acid; biotic stress; chlorophyll content; chloroplast; defense; defense response; drought; drought stress; drought stress response; immune response; ja; phosphate; sa; stress; stress response; tolerance; water loss; xoo
LOC_Os03g13810	OsPE	seed; seedling; shoot
LOC_Os03g13850	OsRAD17	meiotic; pollen
LOC_Os03g14000	OsACBP5	disease; disease resistance; resistance
LOC_Os03g14180	Oshsp26	chloroplast; oxidative; temperature
LOC_Os03g14310	Sc	male sterility; sterility
LOC_Os03g14370	OsACR9	grain; leaf; nitrogen; root; sheath; vascular bundle
LOC_Os03g14850	OsMADS72|qSTL3	stigma length
LOC_Os03g14980	ASPR2|OsTPR2	zinc
LOC_Os03g15350	OsHrd3	Ubiquitin; endosperm; quality
LOC_Os03g15360	LAR	leaf; seed
LOC_Os03g15650	GEF|GLUP6	endosperm; seed
LOC_Os03g15710	OsSTRL2	anther; anther development; development; male sterility; pollen; pollen wall; sterility; tapetal
LOC_Os03g15780	OASA2	plastid; secondary metabolism
LOC_Os03g15840	PLS2	leaf; leaf senescence; senescence; sucrose
LOC_Os03g15880	OsCOI2	 ja ; JA; chlorophyll; defense; fertility; grain; grain size; growth; ja; jasmonate; leaf; leaf senescence; male sterility; methyl jasmonate; root; root growth; seedlings; shoot; spikelet; spikelet development
LOC_Os03g16030	OsHsp18.0-CI|OsMSR3|Oshsp18.0	abscisic acid; cadmium; defense; defense response; resistance; stress; stress response; tolerance
LOC_Os03g16110	OsPP1c	root; seed; shoot
LOC_Os03g16140	OsDGD2β	anther; breeding; development; male sterility; pollen; pollen development; starch; sterility; tapetal; vegetative
LOC_Os03g16150	OsMPG3|OsVTC1-3	pyrophosphorylase
LOC_Os03g16570	OsSDIR1	drought; drought tolerance; salt
LOC_Os03g16740	OsRLCK107	panicle
LOC_Os03g16900	OsGDI3	temperature
LOC_Os03g16940	OsGLYI3	salt; salt stress; seed; stress; stress tolerance; tolerance
LOC_Os03g16950	OsCRRSP55|OsDUF26	signal transduction
LOC_Os03g16980	OsUXS3|UXS	defense; homeostasis; oxidative; oxidative stress; reactive oxygen species; salt; salt stress; seed; seedlings; stress; stress tolerance; tolerance
LOC_Os03g17350	OsABCG5|Rcn1	ABA; GA; architecture; auxin; branching; breeding; cell wall; crown; crown root; culm; drought stress; dwarf; flower; growth; inflorescence; inflorescence architecture; lateral root; leaf; panicle; plasma membrane; reproductive; root; root development; seedling; shoot; shoot architecture; stomata; temperature; tiller; tiller number; tillering; transporter; vegetative; water loss; yield
LOC_Os03g17470	OsGSTL2	panicle; root; seedling; tiller; tillering
LOC_Os03g17610	OsTOP6A3	auxin; cytokinin; flower; salinity
LOC_Os03g17690	APXa|OsAPX1	blast; blast resistance; chilling; cold stress; growth; homeostasis; immunity; innate immunity; magnaporthe oryzae; phytohormone; resistance; salicylic acid; seed; seed germination; seedling; temperature; transcription factor; transcription regulator; transcriptional activator; zinc
LOC_Os03g17700	OsBIMK1|OsMAP1|OsMAPK2|OsMAPK5|OsMPK3|OsMPK5|OsMSRMK2	ABA; Kinase; abiotic stress; biotic stress; cold stress; cold tolerance; defense; disease; disease resistance; drought; ethylene; homeostasis; jasmonate; jasmonic; jasmonic acid; leaf; panicle; phosphate; pi; protein kinase; resistance; root; root development; salicylic acid; salt; seedling; temperature; transcription factor
LOC_Os03g17790	OsRCI2-5	drought; drought resistance; flower; resistance
LOC_Os03g17870	OsMTI-1b	tolerance
LOC_Os03g18070	OsFAD7	chloroplast; seed
LOC_Os03g18130	OsAS1|OsASN1	development; grain; grain protein; grain protein content; grain yield; nitrogen; root; seedling; tiller; tolerance; yield
LOC_Os03g18200	OsERdj3A	root; seed
LOC_Os03g18310	OsF2KP2	endosperm; energy metabolism; glycolytic pathway; grain; grain storage compound
LOC_Os03g18360	OsETOL1	abiotic stress; drought; drought stress; drought tolerance; ethylene; submergence; submergence tolerance
LOC_Os03g18480	OsTDF1	cell death; development; tapetal; tapetum
LOC_Os03g18550	MIT	fertility; flower; growth; height; iron; mitochondria; seed; tiller; transporter; yield
LOC_Os03g18600	OsPYL6	ABA; development; drought; drought tolerance; grain; grain yield; plant development; root; root length; seedlings; stress; stress tolerance; tolerance; yield
LOC_Os03g18820	OsXXT1	cell wall; growth; root; root epidermal cells; root hair
LOC_Os03g18850	JIOsPR10|OsPR10	abiotic stress; biotic stress; blast; defence; defence response; defense; development; drought; drought stress; ethylene; flower; jasmonate; jasmonic; jasmonic acid; oxidative; oxidative stress; palea; root; root development; salt; seedling; shoot; stress; tolerance
LOC_Os03g18910	OsBC1L1	cell division; development; plasma membrane; stomata; stomatal; stomatal development
LOC_Os03g19010	OsPEX11	breeding; defense; homeostasis; salinity; salt; salt stress; salt tolerance; seedlings; stress; stress tolerance; tolerance
LOC_Os03g19020	OsHIRP1	drought; nucleus; stress
LOC_Os03g19080	SSD1	cell division; dwarf; flower; root; stem
LOC_Os03g19280	OsASL1	growth; root; root elongation
LOC_Os03g19380	OsCP12	chloroplast; drought; drought tolerance
LOC_Os03g19420	OsNAS2	Fe; endosperm; ethylene; grain; iron; root; seed; tolerance; transcription factor; vascular bundle; xylem; zinc
LOC_Os03g19427	OsNAS1	ethylene; iron; root; transcription factor; vascular bundle; xylem
LOC_Os03g19480	OsSET1|OsiEZ1|SDG718	flower; histone trimethylation; reproductive; seed; seedling; shoot
LOC_Os03g19510	OsClpP5	chloroplast
LOC_Os03g19520	AVB|NRL2|NRL3|SRL2	auxin; cell death; cell division; cell proliferation; cellulose; development; height; leaf; leaf development; lignin; map-based cloning; microspore; nucleus; plant height; tapetum; vascular bundle
LOC_Os03g19590	OsphyB|PHYB	 ga ; branching; drought; drought tolerance; erect; ethylene; floral; flower; flowering time; gibberellin; growth; heading date; leaf; leaf senescence; phosphate; reactive oxygen species; resistance; resistant; root; seedling; sheath; stomata; stomatal; tolerance
LOC_Os03g19610	OsPME1	abiotic stress; grain; phytohormone; pollen
LOC_Os03g20020	OsNIN1	mitochondria
LOC_Os03g20090	Osmyb2	abiotic stress; growth; salt; salt stress; transcription factor; transporter
LOC_Os03g20310	OsbZIP1|OsbZIP28	defense; jasmonic; jasmonic acid; root; salicylic acid; transcription factor
LOC_Os03g20370	OsCam1-1	ABA; photosynthesis; salt; salt stress; starch; stress; stress response; sucrose; temperature
LOC_Os03g20380	CIPK03|OsCIPK31|OsCK1	ABA; abiotic stress; cell death; cytokinin; development; drought; growth; panicle; salt; salt stress; seed; seed germination; seedling; shoot
LOC_Os03g20460	v2	chloroplast; leaf; leaf development; mitochondria; temperature
LOC_Os03g20550	OsWRKY31|OsWRKY55|WRKY55a|WRKY55b	abscisic acid; drought; drought resistance; drought stress; drought stress ; growth; height; plant growth; plant height; protein kinase; resistance; stress; transcription factor
LOC_Os03g20680	OsLEA3-2	abiotic stress; drought; drought tolerance; growth; salt
LOC_Os03g20700	OsCHLH	chloroplast; growth; mitochondria; seedling
LOC_Os03g20770	OsDOR1	 ga ; GA; R protein; dormancy; ga; protoplasts; seed; seed dormancy
LOC_Os03g20790	MHZ6|OsEIL1	auxin; auxin biosynthesis; blast; blast resistance; disease; disease resistance; ethylene; growth; primary root; resistance; root; root elongation; seedling; shoot; transcription factor
LOC_Os03g20910	WOX6	auxin; tiller angle
LOC_Os03g21030	OsNAC17	drought; drought tolerance; lignin; lignin biosynthesis; tolerance; transcriptional activator
LOC_Os03g21040	Osr40c1	drought; drought sensitivity; drought stress; drought tolerance; stress; tolerance
LOC_Os03g21060	OsNAP	ABA; abiotic stress; abscisic acid; abscisic acid biosynthesis; drought; flower; grain; grain-filling; growth; ja; jasmonic; jasmonic acid; leaf; leaf senescence; salinity; seedling; senescence; temperature; transcription factor; vegetative; yield
LOC_Os03g21080	OsSPK1	blast; blast resistance; immunity; magnaporthe oryzae; resistance; transcription factor
LOC_Os03g21210	OsGH9A1|OsGLU1	brassinosteroid; cell elongation; cell wall; cellulose; gibberellin; growth; nitrate
LOC_Os03g21240	OsPHR1|PHR1	homeostasis; phosphate; phosphate starvation; phosphate starvation response; pi; shoot
LOC_Os03g21370	CS3	chloroplast; chloroplast development; leaf; map-based cloning; photosynthesis; seedling; seedlings
LOC_Os03g21400|LOC_Os03g21419	CYP714B2	dwarf; ga; gibberellin; insect
LOC_Os03g21540	DRUS1|FLR1	chalkiness; development; endosperm; endosperm development; grain; grain filling; grain quality; grain size; growth; homeostasis; magnaporthe oryzae; reproductive; reproductive growth; resistance; starch; sucrose; sugar; tillering; yield
LOC_Os03g21800	OsbZIP30|RF2b	disease; leaf; transcription factor
LOC_Os03g21890	OsHAK8	plasma membrane; potassium; stress; transporter
LOC_Os03g22120	OsSUS4	sucrose synthase
LOC_Os03g22160	ARE2	nitrogen; stress; tolerance
LOC_Os03g22400	OsFUG1	development; fertility; internode elongation; panicle architecture
LOC_Os03g22510	ACE1|OsSIN	dwarf; ga; growth; internode elongation; leaf; resistance; sheath; spikelet; stem
LOC_Os03g22600	WIN1	R protein; auxin; auxin transport; leaf; plasma membrane; sheath
LOC_Os03g22680	OsSRFP1|SDEL2	Pi; Ubiquitin; abiotic stress; abscisic acid; biotic stress; culm; oxidative; oxidative stress; pi; reactive oxygen species; stress; stress response; stress tolerance; tolerance; yield
LOC_Os03g22780	OsDVR	chloroplast development
LOC_Os03g22810	OsCSD4|OsSOD1|SodCc7	oxidative; resistance; salt; salt stress; stress; zinc
LOC_Os03g22900	OsINO80	GA; GA biosynthesis; Gibberellin; development; dwarf; ga; gibberellin; gibberellin biosynthesis; growth; plant growth
LOC_Os03g24040	OsDIS1	drought; drought tolerance; salt; salt stress
LOC_Os03g24220	VLN2	architecture; auxin; auxin transport; gravitropic response; plant architecture
LOC_Os03g24240	OsIPT2	auxin; cytokinin
LOC_Os03g24380	OsPHGPX	blast; seedling
LOC_Os03g24930	LMM24|OsBBS1|OsRLCK109	Kinase; blast; cell death; chloroplast; defense; defense response; early leaf senescence; growth; leaf; leaf senescence; lesion; lesion mimic; magnaporthe oryzae; map-based cloning; resistance; salt; salt stress; senescence; stress
LOC_Os03g25070	OsCBK	anther; cell division; growth; meiosis; reproductive; vegetative
LOC_Os03g25120	OsHsfB4d	 xoo ; cytoplasm; nucleus; resistance; resistant; stress; stress response
LOC_Os03g25350	OsCIP1|OsLTPL36	development; endosperm; grain weight; seed; seed germination; seedling
LOC_Os03g26210	OsIRO3|OsOsbHLH063	Fe; Fe homeostasis; development; growth; homeostasis; iron; iron homeostasis; leaf; root; root development; shoot; transcription factor; vegetative
LOC_Os03g26870	SRWD5	embryo development
LOC_Os03g26970	OsPAB1|OsTT1	stress
LOC_Os03g27280	OsSAPK1|SAPK1	ABA; protein kinase; reactive oxygen species; salt; salt stress; salt tolerance; seedling; stress; stress tolerance; sucrose; tolerance
LOC_Os03g27320	OsTTL	Kinase; kinase; protein kinase; salt; salt stress; seed; seed germination; stress
LOC_Os03g27390	OsbHLH138	development; male sterility; sterility; transcription factor
LOC_Os03g27610	OsMATL	seed
LOC_Os03g27770	HO2|OsHO2|OsYLC2	stroma; tetrapyrrole biosynthesis
LOC_Os03g28940	OsJAZ6	JA; JA signaling; development; ja; spikelet; spikelet development
LOC_Os03g29260	EF-1beta2	seed; seedling
LOC_Os03g29614	Osmyb3|SG3|SMG3	 BR ; BR; BR signaling; Ubiquitin; breeding; cell expansion; cell proliferation; grain; grain length; grain number; grain size; grain weight; grains per panicle; nucleus; panicle; transcription activator; transcriptional regulator
LOC_Os03g29810	NAL9|VYL	chloroplast; growth; leaf
LOC_Os03g29980	ACR7	leaf; vascular bundle; xylem
LOC_Os03g30092	OsHCF222	seedling; transporter
LOC_Os03g30250	BC1	architecture; cell wall; cellulose; culm; vascular bundle
LOC_Os03g30420	GL3.2	grain growth; grain length; grain size; growth; seed growth
LOC_Os03g31550	OsSAC3|OsXDH	abiotic stress; biotic stress; chlorophyll; cytoplasm; dehydrogenase; growth; leaf; leaf senescence; map-based cloning; senescence; starch; sucrose; sugar
LOC_Os03g31570	OsDES1	cytokinin; development; embryo; reproductive; seed-setting
LOC_Os03g31594	OsJMJ715	 ABA ;  ja ; ABA; JA; JA signaling; Ubiquitin; ja; resistance
LOC_Os03g31679	OsWIH2	cuticular wax biosynthesis; drought; drought stress; drought tolerance; reactive oxygen species; stress; tolerance; transcription factor; water loss; wax biosynthesis
LOC_Os03g31880	OsSHR2	leaf; sheath
